"Expediente","Número resolución","Fecha Publicación","Alcance Gaceta","Gaceta","Producto","Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único","Canon","Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo (Peddlers)","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio
","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas
","Precio Terminal sin impuesto ni subsidio Sectorial","Rige","Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa (Peddlers)","Margen de comercializador masa","ID SIET","Observaciones"
"ET-001-2025","RE-0004-IE-2025","22-01-2025","9","13","Av-Gas","506.45545","","","168.20699","535.82586","","0.13794","13.84376","","","","","-77.55","-4.86111","260.25","0.67676","52.34986","30.22","","550.64306","","810.89306","","","","17.27","","","828.16306","","828","","","","536.7993","True","752.41","869.38","","","","","",""
"ET-001-2025","RE-0004-IE-2025","22-01-2025","9","13","Jet fuel A-1","506.45545","","","89.81821","286.11726","","","","","","","","4.69375","-1.09636","156","0.67676","54.12986","14.07","","358.59127","","514.59127","","","","17.27","","","531.86127","","532","","","","358.59127","True","445.87","583.31","","","","","",""
"ET-001-2025","RE-0004-IE-2025","22-01-2025","9","13","Jet fuel A","506.45545","","","91.14828","290.35421","","0.13794","","","","","","4.69375","-1.09636","156","0.67676","54.12986","14.07","","362.96616","","518.96616","","","","17.27","","","536.23616","","536","","","","362.96616","True","449.97","587.96","","","","","",""
"ET-001-2025","RE-0004-IE-2025","22-01-2025","9","13","Nafta pesada","506.45545","","","82.06646","261.42392","","","","","","","","","","37.75","0.67676","17.69986","10.5","","290.30054","","328.05054","3.75","331.80054","","","","","","","","","","","290.30054","True","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Gasolina RON 95","513.61364","","","85.16567","275.131","","0.12448","11.63186","","","","","2.11924","-1.17921","272.25","0.46477","26.72986","10.97","","325.992","","598.242","3.75","601.992","56.68","","12.77","","667.692","1.66","669","","","","314.36013","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Gasolina RON 91","513.61364","","","82.7191","267.22726","","0.12448","11.63186","","","","","11.2019","-0.15846","260.25","0.46477","26.50986","11.17","","328.17167","","588.42167","3.75","592.17167","56.68","","12.77","","657.87167","1.66","660","","","","316.53981","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Gasolina RON 91 (pescadores)","513.61364","","","82.7191","267.22726","","","","","-17.3488","","","","","","","26.50986","","","276.38831","","276.38831","","","","","","","","","","","","","276.38831","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Diésel para uso automotriz de 50 ppm de azufre","513.61364","","","87.92852","284.05648","","0.12448","11.63186","","","","","-2.07563","-1.45748","154","0.46477","26.77986","11.64","","331.16435","","485.16435","3.75","488.91435","56.68","","12.77","","554.61435","1.66","556","","","","319.53248","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Diésel uso automotriz 50 ppm azufre (pescadores)","513.61364","","","87.92852","284.05648","","","","","-17.39986","","","","","","","26.77986","","","293.43648","","293.43648","","","","","","","","","","","","","293.43648","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Diésel marino","513.61364","","","266.01969","859.38687","","","","","","","","","","154","0.46477","26.77986","11.64","","898.2715","","1052.2715","","","","","","","","","","","","","898.2715","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Keroseno","513.61364","","","88.63129","286.32679","","0.12448","11.63186","","","","","","-0.97226","74.25","0.46477","25.10986","10.27","","332.9555","","407.2055","3.75","410.9555","56.68","","12.77","","476.6555","1.66","478","","","","321.32364","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Bunker","513.61364","","","80.2787","259.34345","","0.12448","","","","-46.12084","","0.57431","0.8786","25.25","0.46477","50.12986","13.45","","278.84463","","304.09463","3.75","307.84463","","","","","","","","","","","324.96547","False","","","988.425","307.65575","311.44966","3.79391","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Bunker Térmico ICE","513.61364","","","82.82992","267.58525","","","","","","9.61104","","","","25.25","0.46477","14.89986","3.19","","295.75091","","321.00091","","","","","","","","","","","","","286.13988","False","","","929.22","345.45201","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Bunker Térmico ICE 2","513.61364","","","87.44834","282.50524","","","","","","-13.04079","","1.59648","-5.23198","25.25","0.46477","14.89986","3.19","","284.38359","","309.63359","","","","","","","","","","","","","297.42438","False","","","967.525","320.02645","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","IFO 380","513.61364","","","160.99547","520.10207","","","","","","","","","","","0.46477","42.08986","12.72","","575.3767","","575.3767","","","","","","","","","","","","","575.3767","False","556.99","593.76","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Asfalto","513.61364","","","74.33895","240.15486","","0.12448","","","","","","5.37137","1.90485","52.75","0.46477","58.85986","16.2","","323.08019","","375.83019","3.75","379.58019","","","","","","","","","","","323.08019","False","","","1027.125","365.90501","369.55598","3.65097","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Asfalto PG-64-22","513.61364","","","77.38378","249.99128","","0.12448","","","","","","5.37137","1.90485","52.75","0.46477","58.85986","16.2","","332.91661","","385.66661","3.75","389.41661","","","","","","","","","","","332.91661","False","","","1026.5","375.71029","379.36348","3.65319","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Asfalto AC-10","513.61364","","","74.99233","242.2656","","","","","","","","","","52.75","0.46477","59.06707","16.2","","317.99744","","370.74744","3.75","374.49744","","","","","","","","","","","317.99744","False","","","1025.3395","361.58506","365.24238","3.65733","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Diésel pesado o gasóleo","513.61364","","","83.58649","270.02936","","0.12448","11.63186","","","","","","2.91806","51","0.46477","22.87986","6.07","","314.1184","","365.1184","3.75","368.8684","","","","","","","","","","","302.48654","False","","","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Emulsión asfáltica rápida (RR)","513.61364","","","48.86084","157.84682","","0.12448","","","","","","","0.08126","40","0.46477","27.00986","13.78","","199.30719","","239.30719","3.75","243.05719","","","","","","","","","","","199.30719","False","","","1005","238.11661","241.84795","3.73134","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Emulsión asfáltica lenta (RL)","513.61364","","","48.32032","156.10066","","0.12448","","","","","","","-0.11827","40","0.46477","16.55986","13.78","","186.9115","","226.9115","3.75","230.6615","","","","","","","","","","","186.9115","False","","","1010.625","224.52591","228.23649","3.71058","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","LPG (70-30)","513.61364","","","47.26918","152.70491","","0.12448","","","","-57.87613","","3.44366","0.08621","24","0.46477","21.95986","10.56","","131.46776","","155.46776","","","56.68","","","59.86","272.00776","","272","61.131","70.294","","189.34389","False","","","532.90241","291.73776","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","LPG (rico en propano)","513.61364","","","77.53387","250.47616","","","","","","-33.71837","","","","24","0.46477","22.08986","10.56","","249.87242","","273.87242","","","56.68","","","59.86","390.41242","","390","61.131","70.294","","283.59079","False","","","507.5","539.65009","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Av-Gas","513.61364","","","167.6306","541.53712","","0.12448","11.63186","","","","","-77.55","-4.86111","260.25","0.46477","52.34986","30.22","","553.91698","","814.16698","","","","17.27","","","831.43698","","831","","","","542.28512","False","765.2","863.13","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Jet fuel A-1","513.61364","","","88.63129","286.32679","","0.12448","","","","","","4.69375","-1.09636","156","0.46477","54.12986","14.07","","358.71329","","514.71329","","","","17.27","","","531.98329","","532","","","","358.71329","False","443.82","585.61","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Jet fuel A","513.61364","","","117.15466","378.47265","","0.12448","","","","","","4.69375","-1.09636","156","0.46477","54.12986","14.07","","450.85915","","606.85915","","","","17.27","","","624.12915","","624","","","","450.85915","False","535.96","677.75","","","","","",""
"ET-098-2024","RE-0083-IE-2024","09-12-2024","199","231","Nafta pesada","513.61364","","","83.94239","271.17913","","","","","","","","","","37.75","0.46477","17.69986","10.5","","299.84375","","337.59375","3.75","341.34375","","","","","","","","","","","299.84375","False","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Gasolina RON 95","519.35364","","","88.65695","289.61053","","0.12933","13.07713","","","","","2.11924","-1.17921","272.25","0.46477","26.72986","10.97","","341.92165","","614.17165","3.75","617.92165","56.68","","12.77","","683.62165","1.66","685","","","","328.84452","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Gasolina RON 91","519.35364","","","83.8385","273.87037","","0.12933","13.07713","","","","","11.2019","-0.15846","260.25","0.46477","26.50986","11.17","","336.2649","","596.5149","3.75","600.2649","56.68","","12.77","","665.9649","1.66","668","","","","323.18777","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Gasolina RON 91 (pescadores)","519.35364","","","83.8385","273.87037","","","","","-17.3488","","","","","","","26.50986","","","283.03143","","283.03143","","","","","","","","","","","","","283.03143","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Diésel para uso automotriz de 50 ppm de azufre","519.35364","","","89.08473","291.00792","","0.12933","13.07713","","","","","-2.07563","-1.45748","154","0.46477","26.77986","11.64","","339.5659","","493.5659","3.75","497.3159","56.68","","12.77","","563.0159","1.66","565","","","","326.48877","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Diésel uso automotriz 50 ppm azufre (pescadores)","519.35364","","","89.08473","291.00792","","","","","-17.39986","","","","","","","26.77986","","","300.38792","","300.38792","","","","","","","","","","","","","300.38792","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Diésel marino","519.35364","","","263.07959","859.38687","","","","","","","","","","154","0.46477","26.77986","11.64","","898.2715","","1052.2715","","","","","","","","","","","","","898.2715","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Keroseno","519.35364","","","89.62963","292.78791","","0.12933","13.07713","","","","","","-0.97226","74.25","0.46477","25.10986","10.27","","340.86674","","415.11674","3.75","418.86674","56.68","","12.77","","484.56674","1.66","486","","","","327.78961","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Bunker","519.35364","","","73.95393","241.58102","","0.12933","","","","-48.56843","","0.57431","0.8786","25.25","0.46477","50.12986","13.45","","258.63946","","283.88946","3.75","287.63946","","","","","","","","","","","307.20789","True","","","987.55","287.46844","291.26571","3.79728","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Bunker Térmico ICE","519.35364","","","79.00005","258.06489","","","","","","8.78314","","","","25.25","0.46477","14.89986","3.19","","285.40266","","310.65266","","","","","","","","","","","","","276.61952","True","","","929.22","334.31552","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Bunker Térmico ICE 2","519.35364","","","86.48184","282.50524","","0.12933","","","","-13.17012","","1.59648","-5.23198","25.25","0.46477","14.89986","3.19","","284.38359","","309.63359","","","","","","","","","","","","","297.5537","True","","","969.08333","319.51183","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","IFO 380","519.35364","","","159.21611","520.10207","","","","","","","","","","","0.46477","42.08986","12.72","","575.3767","","575.3767","","","","","","","","","","","","","575.3767","True","556.42","594.33","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Asfalto","519.35364","","","76.49518","249.88238","","0.12933","","","","","","5.37137","1.90485","52.75","0.46477","58.85986","16.2","","332.81256","","385.56256","3.75","389.31256","","","","","","","","","","","332.81256","True","","","1025.375","376.02102","379.67822","3.6572","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Asfalto PG-64-22","519.35364","","","76.52852","249.99128","","0.12933","","","","","","5.37137","1.90485","52.75","0.46477","58.85986","16.2","","332.92146","","385.67146","3.75","389.42146","","","","","","","","","","","332.92146","True","","","1026.5","375.71501","379.3682","3.65319","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Asfalto AC-10","519.35364","","","76.21564","248.96923","","","","","","","","","","52.75","0.46477","59.06707","16.2","","324.70107","","377.45107","3.75","381.20107","","","","","","","","","","","324.70107","True","","","1025.3395","368.12302","371.78034","3.65733","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Diésel pesado o gasóleo","519.35364","","","80.49649","262.95321","","0.12933","13.07713","","","","","","2.91806","51","0.46477","22.87986","6.07","","308.49236","","359.49236","3.75","363.24236","","","","","","","","","","","295.41523","True","","","","","","","",""
"ET-094-2024","RE-0080-IE-2024","14-11-2024","184","214","Emulsión asfáltica rápida (RR)","519.35364","","","49.49061","161.66812","","0.12933","","","","","","","0.08126","40","0.46477","27.00986","13.78","","203.13334","","243.13334","3.75","246.88334","","","","","","","","","","","203.13334","True","","","1004.75","241.98392","245.71619","3.73227","",""
